PRGT:5018,0,"Scanning CD-ROM devices"
PRGV:11883,11883,65536
PRGV:11897,11883,65536
PRGV:11897,11897,65536
PRGV:11930,11897,65536
PRGV:11930,11930,65536
PRGV:11942,11930,65536
PRGV:11942,11942,65536
PRGV:11983,11942,65536
PRGV:11983,11984,65536
PRGV:11996,11984,65536
PRGV:11996,11996,65536
PRGV:12008,11996,65536
PRGV:12008,12008,65536
PRGV:12050,12008,65536
PRGV:12050,12050,65536
PRGV:12062,12050,65536
PRGV:12062,12062,65536
PRGV:12104,12062,65536
PRGV:12104,12104,65536
PRGV:12117,12104,65536
PRGV:12117,12117,65536
PRGV:12128,12117,65536
PRGV:12128,12128,65536
PRGV:12170,12128,65536
PRGV:12170,12170,65536
PRGV:12183,12170,65536
PRGV:12183,12183,65536
PRGV:12225,12183,65536
PRGV:12225,12225,65536
PRGV:12237,12225,65536
PRGV:12237,12237,65536
PRGV:12249,12237,65536
PRGV:12249,12250,65536
PRGV:12291,12250,65536
PRGV:12291,12291,65536
PRGV:12304,12291,65536
PRGV:12304,12304,65536
PRGV:12345,12304,65536
PRGV:12345,12345,65536
PRGV:12358,12345,65536
PRGV:12358,12358,65536
PRGV:12370,12358,65536
PRGV:12370,12370,65536
PRGV:12412,12370,65536
PRGV:12412,12412,65536
PRGV:12425,12412,65536
PRGV:12425,12425,65536
PRGV:12466,12425,65536
PRGV:12466,12466,65536
PRGV:12478,12466,65536
PRGV:12478,12478,65536
PRGV:12490,12478,65536
PRGV:12490,12491,65536
PRGV:12532,12491,65536
PRGV:12532,12532,65536
PRGV:12545,12532,65536
PRGV:12545,12545,65536
PRGV:12579,12545,65536
PRGV:12579,12579,65536
PRGV:12593,12579,65536
PRGV:12593,12593,65536
PRGV:12633,12593,65536
PRGV:12633,12633,65536
PRGV:12644,12633,65536
PRGV:12644,12644,65536
PRGV:12657,12644,65536
PRGV:12657,12657,65536
PRGV:12699,12657,65536
PRGV:12699,12699,65536
PRGV:12712,12699,65536
PRGV:12712,12713,65536
PRGV:12753,12713,65536
PRGV:12753,12754,65536
PRGV:12762,12754,65536
PRGV:12762,12762,65536
PRGV:12790,12762,65536
PRGV:12790,12790,65536
PRGV:12844,12790,65536
PRGV:12844,12844,65536
PRGV:12857,12844,65536
PRGV:12857,12858,65536
PRGV:12869,12858,65536
PRGV:12869,12870,65536
PRGV:12910,12870,65536
PRGV:12910,12910,65536
PRGV:12923,12910,65536
PRGV:12923,12923,65536
PRGV:12965,12923,65536
PRGV:12965,12965,65536
PRGV:12978,12965,65536
PRGV:12978,12978,65536
PRGV:12990,12978,65536
PRGV:12990,12990,65536
PRGV:13031,12990,65536
PRGV:13031,13031,65536
PRGV:13044,13031,65536
PRGV:13044,13044,65536
PRGV:13077,13044,65536
PRGV:13077,13077,65536
PRGV:13090,13077,65536
PRGV:13090,13090,65536
PRGV:13132,13090,65536
PRGV:13132,13132,65536
PRGV:13144,13132,65536
PRGV:13144,13144,65536
PRGV:13156,13144,65536
PRGV:13156,13156,65536
PRGV:13198,13156,65536
PRGV:13198,13198,65536
PRGV:13210,13198,65536
PRGV:13210,13211,65536
PRGV:13252,13211,65536
PRGV:13252,13252,65536
PRGV:13264,13252,65536
PRGV:13264,13264,65536
PRGV:13277,13264,65536
PRGV:13277,13277,65536
PRGV:13318,13277,65536
PRGV:13318,13318,65536
PRGV:13330,13318,65536
PRGV:13330,13330,65536
PRGV:13372,13330,65536
PRGV:13372,13372,65536
PRGV:13384,13372,65536
PRGV:13384,13385,65536
PRGV:13397,13385,65536
PRGV:13397,13397,65536
PRGV:13438,13397,65536
PRGV:13438,13439,65536
PRGV:13451,13439,65536
PRGV:13451,13452,65536
PRGV:13493,13452,65536
PRGV:13493,13493,65536
PRGV:13505,13493,65536
PRGV:13505,13505,65536
PRGV:13517,13505,65536
PRGV:13517,13517,65536
PRGV:13559,13517,65536
PRGV:13559,13559,65536
PRGV:13571,13559,65536
PRGV:13571,13571,65536
PRGV:13606,13571,65536
PRGV:13606,13606,65536
PRGV:13620,13606,65536
PRGV:13620,13620,65536
PRGV:13661,13620,65536
PRGV:13661,13661,65536
PRGV:13673,13661,65536
PRGV:13673,13673,65536
PRGV:13684,13673,65536
PRGV:13684,13685,65536
PRGV:13726,13685,65536
PRGV:13726,13726,65536
PRGV:13738,13726,65536
PRGV:13738,13738,65536
PRGV:13781,13738,65536
PRGV:13781,13781,65536
PRGV:13794,13781,65536
PRGV:13794,13794,65536
PRGV:13806,13794,65536
PRGV:13806,13806,65536
PRGV:13847,13806,65536
PRGV:13847,13847,65536
PRGV:13860,13847,65536
PRGV:13860,13860,65536
PRGV:13901,13860,65536
PRGV:13901,13901,65536
PRGV:13914,13901,65536
PRGV:13914,13914,65536
PRGV:13926,13914,65536
PRGV:13926,13926,65536
PRGV:13968,13926,65536
PRGV:13968,13968,65536
PRGV:13980,13968,65536
PRGV:13980,13980,65536
PRGV:14022,13980,65536
PRGV:14022,14022,65536
PRGV:14035,14022,65536
PRGV:14035,14035,65536
PRGV:14047,14035,65536
PRGV:14047,14047,65536
PRGV:14088,14047,65536
PRGV:14088,14088,65536
PRGV:14101,14088,65536
PRGV:14101,14101,65536
PRGV:14142,14101,65536
PRGV:14142,14142,65536
PRGV:14154,14142,65536
PRGV:14154,14155,65536
PRGV:14167,14155,65536
PRGV:14167,14167,65536
PRGV:14209,14167,65536
PRGV:14209,14209,65536
PRGV:14222,14209,65536
PRGV:14222,14222,65536
PRGV:14263,14222,65536
PRGV:14263,14263,65536
PRGV:14276,14263,65536
PRGV:14276,14276,65536
PRGV:14288,14276,65536
PRGV:14288,14289,65536
PRGV:14329,14289,65536
PRGV:14329,14329,65536
PRGV:14342,14329,65536
PRGV:14342,14342,65536
PRGV:14376,14342,65536
PRGV:14376,14376,65536
PRGV:14388,14376,65536
PRGV:14388,14388,65536
PRGV:14430,14388,65536
PRGV:14430,14430,65536
PRGV:14444,14430,65536
PRGV:14444,14444,65536
PRGV:14456,14444,65536
PRGV:14456,14456,65536
PRGV:14496,14456,65536
PRGV:14496,14496,65536
PRGV:14510,14496,65536
PRGV:14510,14510,65536
PRGV:14551,14510,65536
PRGV:14551,14551,65536
PRGV:14563,14551,65536
PRGV:14563,14563,65536
PRGV:14575,14563,65536
PRGV:14575,14575,65536
PRGV:14617,14575,65536
PRGV:14617,14617,65536
PRGV:14629,14617,65536
PRGV:14629,14630,65536
PRGV:14671,14630,65536
PRGV:14671,14671,65536
PRGV:14683,14671,65536
PRGV:14683,14683,65536
PRGV:14695,14683,65536
PRGV:14695,14696,65536
PRGV:14737,14696,65536
PRGV:14737,14737,65536
PRGV:14749,14737,65536
PRGV:14749,14750,65536
PRGV:14792,14750,65536
PRGV:14792,14792,65536
PRGV:14804,14792,65536
PRGV:14804,14804,65536
PRGV:14816,14804,65536
PRGV:14816,14816,65536
PRGV:14858,14816,65536
PRGV:14858,14858,65536
PRGV:14870,14858,65536
PRGV:14870,14870,65536
PRGV:14904,14870,65536
PRGV:14904,14905,65536
PRGV:14918,14905,65536
PRGV:14918,14918,65536
PRGV:14959,14918,65536
PRGV:14959,14959,65536
PRGV:14972,14959,65536
PRGV:14972,14972,65536
PRGV:14984,14972,65536
PRGV:14984,14984,65536
PRGV:15025,14984,65536
PRGV:15025,15025,65536
PRGV:15038,15025,65536
PRGV:15038,15038,65536
PRGV:15079,15038,65536
PRGV:15079,15079,65536
PRGV:15092,15079,65536
PRGV:15092,15092,65536
PRGV:15104,15092,65536
PRGV:15104,15104,65536
PRGV:15145,15104,65536
PRGV:15145,15145,65536
PRGV:15158,15145,65536
PRGV:15158,15158,65536
PRGV:15200,15158,65536
PRGV:15200,15200,65536
PRGV:15213,15200,65536
PRGV:15213,15213,65536
PRGV:15225,15213,65536
PRGV:15225,15225,65536
PRGV:15266,15225,65536
PRGV:15266,15266,65536
PRGV:15279,15266,65536
PRGV:15279,15279,65536
PRGV:15320,15279,65536
PRGV:15320,15320,65536
PRGV:15333,15320,65536
PRGV:15333,15333,65536
PRGV:15345,15333,65536
PRGV:15345,15345,65536
PRGV:15386,15345,65536
PRGV:15386,15386,65536
PRGV:15399,15386,65536
PRGV:15399,15399,65536
PRGV:15433,15399,65536
PRGV:15433,15433,65536
PRGV:15447,15433,65536
PRGV:15447,15447,65536
PRGV:15487,15447,65536
PRGV:15487,15487,65536
PRGV:15500,15487,65536
PRGV:15500,15500,65536
PRGV:15511,15500,65536
PRGV:15511,15512,65536
PRGV:15553,15512,65536
PRGV:15553,15554,65536
PRGV:15566,15554,65536
PRGV:15566,15566,65536
PRGV:15607,15566,65536
PRGV:15607,15607,65536
PRGV:15620,15607,65536
PRGV:15620,15620,65536
PRGV:15632,15620,65536
PRGV:15632,15632,65536
PRGV:15674,15632,65536
PRGV:15674,15674,65536
PRGV:15686,15674,65536
PRGV:15686,15686,65536
PRGV:15728,15686,65536
PRGV:15728,15728,65536
PRGV:15741,15728,65536
PRGV:15741,15741,65536
PRGV:15753,15741,65536
PRGV:15753,15753,65536
PRGV:15794,15753,65536
PRGV:15794,15794,65536
PRGV:15807,15794,65536
PRGV:15807,15807,65536
PRGV:15849,15807,65536
PRGV:15849,15849,65536
PRGV:15861,15849,65536
PRGV:15861,15861,65536
PRGV:15873,15861,65536
PRGV:15873,15873,65536
PRGV:15915,15873,65536
PRGV:15915,15915,65536
PRGV:15928,15915,65536
PRGV:15928,15928,65536
PRGV:15961,15928,65536
PRGV:15961,15962,65536
PRGV:15975,15962,65536
PRGV:15975,15975,65536
PRGV:16016,15975,65536
PRGV:16016,16016,65536
PRGV:16028,16016,65536
PRGV:16028,16028,65536
PRGV:16040,16028,65536
PRGV:16040,16040,65536
PRGV:16082,16040,65536
PRGV:16082,16082,65536
PRGV:16094,16082,65536
PRGV:16094,16094,65536
PRGV:16136,16094,65536
PRGV:16136,16136,65536
PRGV:16150,16136,65536
PRGV:16150,16150,65536
PRGV:16162,16150,65536
PRGV:16162,16163,65536
PRGV:16203,16163,65536
PRGV:16203,16203,65536
PRGV:16214,16203,65536
PRGV:16214,16215,65536
PRGV:16257,16215,65536
PRGV:16257,16257,65536
PRGV:16269,16257,65536
PRGV:16269,16269,65536
PRGV:16281,16269,65536
PRGV:16281,16281,65536
PRGV:16323,16281,65536
PRGV:16323,16323,65536
PRGV:16335,16323,65536
PRGV:16335,16335,65536
PRGV:16377,16335,65536
PRGV:16377,16377,65536
PRGV:16391,16377,65536
PRGV:16391,16391,65536
PRGV:16403,16391,65536
PRGV:16403,16403,65536
PRGV:16443,16403,65536
PRGV:16443,16444,65536
PRGV:16455,16444,65536
PRGV:16455,16456,65536
PRGV:16497,16456,65536
PRGV:16497,16498,65536
PRGV:16511,16498,65536
PRGV:16511,16512,65536
PRGV:16524,16512,65536
PRGV:16524,16524,65536
PRGV:16564,16524,65536
PRGV:16564,16564,65536
PRGV:16576,16564,65536
PRGV:16576,16576,65536
PRGV:16611,16576,65536
PRGV:16611,16611,65536
PRGV:16624,16611,65536
PRGV:16624,16624,65536
PRGV:16665,16624,65536
PRGV:16665,16665,65536
PRGV:16678,16665,65536
PRGV:16678,16678,65536
PRGV:16690,16678,65536
PRGV:16690,16690,65536
PRGV:16731,16690,65536
PRGV:16731,16731,65536
PRGV:16744,16731,65536
PRGV:16744,16745,65536
PRGV:16785,16745,65536
PRGV:16785,16785,65536
PRGV:16798,16785,65536
PRGV:16798,16798,65536
PRGV:16810,16798,65536
PRGV:16810,16811,65536
PRGV:16852,16811,65536
PRGV:16852,16852,65536
PRGV:16864,16852,65536
PRGV:16864,16864,65536
PRGV:16906,16864,65536
PRGV:16906,16906,65536
PRGV:16919,16906,65536
PRGV:16919,16919,65536
PRGV:16926,16919,65536
PRGV:16926,16927,65536
PRGV:16955,16927,65536
PRGV:16955,16955,65536
PRGV:16966,16955,65536
PRGV:16966,16966,65536
PRGV:17020,16966,65536
PRGV:17020,17020,65536
PRGV:17026,17020,65536
PRGV:17026,17026,65536
PRGV:17058,17026,65536
PRGV:17058,17058,65536
PRGV:17075,17058,65536
PRGV:17075,17075,65536
PRGV:17130,17075,65536
PRGV:17130,17130,65536
PRGV:17142,17130,65536
PRGV:17142,17142,65536
PRGV:17182,17142,65536
PRGV:17182,17183,65536
PRGV:17196,17183,65536
PRGV:17196,17196,65536
PRGV:17208,17196,65536
PRGV:17208,17208,65536
PRGV:17250,17208,65536
PRGV:17250,17250,65536
PRGV:17262,17250,65536
PRGV:17262,17262,65536
PRGV:17303,17262,65536
PRGV:17303,17303,65536
PRGV:17316,17303,65536
PRGV:17316,17316,65536
PRGV:17328,17316,65536
PRGV:17328,17328,65536
PRGV:17371,17328,65536
PRGV:17371,17371,65536
PRGV:17383,17371,65536
PRGV:17383,17383,65536
PRGV:17423,17383,65536
PRGV:17423,17423,65536
PRGV:17437,17423,65536
PRGV:17437,17437,65536
PRGV:17446,17437,65536
PRGV:17446,17446,65536
PRGV:17491,17446,65536
PRGV:17491,17491,65536
PRGV:17504,17491,65536
PRGV:17504,17505,65536
PRGV:17516,17505,65536
PRGV:17516,17516,65536
PRGV:17559,17516,65536
PRGV:17559,17559,65536
PRGV:17571,17559,65536
PRGV:17571,17571,65536
PRGV:17615,17571,65536
PRGV:17615,17615,65536
PRGV:17628,17615,65536
PRGV:17628,17628,65536
PRGV:17640,17628,65536
PRGV:17640,17640,65536
PRGV:17682,17640,65536
PRGV:17682,17682,65536
PRGV:17694,17682,65536
PRGV:17694,17695,65536
PRGV:17736,17695,65536
PRGV:17736,17736,65536
PRGV:17749,17736,65536
PRGV:17749,17749,65536
PRGV:17761,17749,65536
PRGV:17761,17761,65536
PRGV:17802,17761,65536
PRGV:17802,17803,65536
PRGV:17815,17803,65536
PRGV:17815,17816,65536
PRGV:17849,17816,65536
PRGV:17849,17849,65536
PRGV:17863,17849,65536
PRGV:17863,17863,65536
PRGV:17903,17863,65536
PRGV:17903,17904,65536
PRGV:17917,17904,65536
PRGV:17917,17917,65536
PRGV:17929,17917,65536
PRGV:17929,17929,65536
PRGV:17970,17929,65536
PRGV:17970,17970,65536
PRGV:17983,17970,65536
PRGV:17983,17983,65536
PRGV:18023,17983,65536
PRGV:18023,18024,65536
PRGV:18037,18024,65536
PRGV:18037,18037,65536
PRGV:18048,18037,65536
PRGV:18048,18048,65536
PRGV:18090,18048,65536
PRGV:18090,18090,65536
PRGV:18103,18090,65536
PRGV:18103,18103,65536
PRGV:18144,18103,65536
PRGV:18144,18144,65536
PRGV:18158,18144,65536
PRGV:18158,18158,65536
PRGV:18170,18158,65536
PRGV:18170,18170,65536
PRGV:18211,18170,65536
PRGV:18211,18211,65536
PRGV:18224,18211,65536
PRGV:18224,18225,65536
PRGV:18265,18225,65536
PRGV:18265,18265,65536
PRGV:18278,18265,65536
PRGV:18278,18278,65536
PRGV:18290,18278,65536
PRGV:18290,18290,65536
PRGV:18331,18290,65536
PRGV:18331,18331,65536
PRGV:18342,18331,65536
PRGV:18342,18343,65536
PRGV:18377,18343,65536
PRGV:18377,18377,65536
PRGV:18391,18377,65536
PRGV:18391,18392,65536
PRGV:18432,18392,65536
PRGV:18432,18432,65536
PRGV:18445,18432,65536
PRGV:18445,18445,65536
PRGV:18456,18445,65536
PRGV:18456,18457,65536
PRGV:18498,18457,65536
PRGV:18498,18498,65536
PRGV:18510,18498,65536
PRGV:18510,18511,65536
PRGV:18551,18511,65536
PRGV:18551,18552,65536
PRGV:18565,18552,65536
PRGV:18565,18565,65536
PRGV:18577,18565,65536
PRGV:18577,18577,65536
PRGV:18618,18577,65536
PRGV:18618,18618,65536
PRGV:18631,18618,65536
PRGV:18631,18631,65536
PRGV:18673,18631,65536
PRGV:18673,18673,65536
PRGV:18686,18673,65536
PRGV:18686,18686,65536
PRGV:18698,18686,65536
PRGV:18698,18698,65536
PRGV:18739,18698,65536
PRGV:18739,18739,65536
PRGV:18752,18739,65536
PRGV:18752,18752,65536
PRGV:18793,18752,65536
PRGV:18793,18794,65536
PRGV:18806,18794,65536
PRGV:18806,18807,65536
PRGV:18818,18807,65536
PRGV:18818,18818,65536
PRGV:18859,18818,65536
PRGV:18859,18859,65536
PRGV:18872,18859,65536
PRGV:18872,18872,65536
PRGV:18906,18872,65536
PRGV:18906,18906,65536
PRGV:18918,18906,65536
PRGV:18918,18918,65536
PRGV:18960,18918,65536
PRGV:18960,18961,65536
PRGV:18973,18961,65536
PRGV:18973,18973,65536
PRGV:18985,18973,65536
PRGV:18985,18985,65536
PRGV:19026,18985,65536
PRGV:19026,19026,65536
PRGV:19039,19026,65536
PRGV:19039,19039,65536
PRGV:19080,19039,65536
PRGV:19080,19080,65536
PRGV:19094,19080,65536
PRGV:19094,19095,65536
PRGV:19106,19095,65536
PRGV:19106,19106,65536
PRGV:19147,19106,65536
PRGV:19147,19147,65536
PRGV:19161,19147,65536
PRGV:19161,19161,65536
PRGV:19201,19161,65536
PRGV:19201,19201,65536
PRGV:19213,19201,65536
PRGV:19213,19213,65536
PRGV:19225,19213,65536
PRGV:19225,19225,65536
PRGV:19267,19225,65536
PRGV:19267,19267,65536
PRGV:19281,19267,65536
PRGV:19281,19281,65536
PRGV:19314,19281,65536
PRGV:19314,19314,65536
PRGV:19326,19314,65536
PRGV:19326,19327,65536
PRGV:19368,19327,65536
PRGV:19368,19368,65536
PRGV:19381,19368,65536
PRGV:19381,19381,65536
PRGV:19393,19381,65536
PRGV:19393,19393,65536
PRGV:19435,19393,65536
PRGV:19435,19435,65536
PRGV:19448,19435,65536
PRGV:19448,19448,65536
PRGV:19489,19448,65536
PRGV:19489,19489,65536
PRGV:19502,19489,65536
PRGV:19502,19502,65536
PRGV:19514,19502,65536
PRGV:19514,19514,65536
PRGV:19555,19514,65536
PRGV:19555,19555,65536
PRGV:19568,19555,65536
PRGV:19568,19568,65536
PRGV:19609,19568,65536
PRGV:19609,19609,65536
PRGV:19622,19609,65536
PRGV:19622,19622,65536
PRGV:19634,19622,65536
PRGV:19634,19634,65536
PRGV:19675,19634,65536
PRGV:19675,19675,65536
PRGV:19688,19675,65536
PRGV:19688,19688,65536
PRGV:19722,19688,65536
PRGV:19722,19722,65536
PRGV:19734,19722,65536
PRGV:19734,19734,65536
PRGV:19776,19734,65536
PRGV:19776,19776,65536
PRGV:19788,19776,65536
PRGV:19788,19789,65536
PRGV:19800,19789,65536
PRGV:19800,19801,65536
PRGV:19843,19801,65536
PRGV:19843,19843,65536
PRGV:19855,19843,65536
PRGV:19855,19855,65536
PRGV:19897,19855,65536
PRGV:19897,19897,65536
PRGV:19910,19897,65536
PRGV:19910,19910,65536
PRGV:19922,19910,65536
PRGV:19922,19922,65536
PRGV:19963,19922,65536
PRGV:19963,19963,65536
PRGV:19976,19963,65536
PRGV:19976,19976,65536
PRGV:20018,19976,65536
PRGV:20018,20018,65536
PRGV:20030,20018,65536
PRGV:20030,20030,65536
PRGV:20042,20030,65536
PRGV:20042,20042,65536
PRGV:20084,20042,65536
PRGV:20084,20084,65536
PRGV:20096,20084,65536
PRGV:20096,20096,65536
PRGV:20138,20096,65536
PRGV:20138,20138,65536
PRGV:20151,20138,65536
PRGV:20151,20151,65536
PRGV:20163,20151,65536
PRGV:20163,20164,65536
PRGV:20204,20164,65536
PRGV:20204,20204,65536
PRGV:20217,20204,65536
PRGV:20217,20217,65536
PRGV:20259,20217,65536
PRGV:20259,20259,65536
PRGV:20271,20259,65536
PRGV:20271,20271,65536
PRGV:20283,20271,65536
PRGV:20283,20283,65536
PRGV:20325,20283,65536
PRGV:20325,20325,65536
PRGV:20338,20325,65536
PRGV:20338,20338,65536
PRGV:20379,20338,65536
PRGV:20379,20379,65536
PRGV:20391,20379,65536
PRGV:20391,20392,65536
PRGV:20403,20392,65536
PRGV:20403,20404,65536
PRGV:20445,20404,65536
PRGV:20445,20445,65536
PRGV:20458,20445,65536
PRGV:20458,20459,65536
PRGV:20492,20459,65536
PRGV:20492,20492,65536
PRGV:20504,20492,65536
PRGV:20504,20504,65536
PRGV:20546,20504,65536
PRGV:20546,20546,65536
PRGV:20560,20546,65536
PRGV:20560,20560,65536
PRGV:20572,20560,65536
PRGV:20572,20572,65536
PRGV:20612,20572,65536
PRGV:20612,20612,65536
PRGV:20624,20612,65536
PRGV:20624,20624,65536
PRGV:20666,20624,65536
PRGV:20666,20667,65536
PRGV:20680,20667,65536
PRGV:20680,20680,65536
PRGV:20692,20680,65536
PRGV:20692,20693,65536
PRGV:20733,20693,65536
PRGV:20733,20733,65536
PRGV:20745,20733,65536
PRGV:20745,20746,65536
PRGV:20787,20746,65536
PRGV:20787,20787,65536
PRGV:20799,20787,65536
PRGV:20799,20799,65536
PRGV:20811,20799,65536
PRGV:20811,20811,65536
PRGV:20853,20811,65536
PRGV:20853,20853,65536
PRGV:20867,20853,65536
PRGV:20867,20867,65536
PRGV:20900,20867,65536
PRGV:20900,20900,65536
PRGV:20913,20900,65536
PRGV:20913,20913,65536
PRGV:20954,20913,65536
PRGV:20954,20954,65536
PRGV:20967,20954,65536
PRGV:20967,20967,65536
PRGV:20979,20967,65536
PRGV:20979,20979,65536
PRGV:21020,20979,65536
PRGV:21020,21020,65536
PRGV:21033,21020,65536
PRGV:21033,21033,65536
PRGV:21075,21033,65536
PRGV:21075,21075,65536
PRGV:21088,21075,65536
PRGV:21088,21088,65536
PRGV:21100,21088,65536
PRGV:21100,21100,65536
PRGV:21141,21100,65536
PRGV:21141,21141,65536
PRGV:21155,21141,65536
PRGV:21155,21155,65536
PRGV:21195,21155,65536
PRGV:21195,21195,65536
PRGV:21208,21195,65536
PRGV:21208,21208,65536
PRGV:21220,21208,65536
PRGV:21220,21220,65536
PRGV:21261,21220,65536
PRGV:21261,21261,65536
PRGV:21274,21261,65536
PRGV:21274,21274,65536
PRGV:21307,21274,65536
PRGV:21307,21307,65536
PRGV:21321,21307,65536
PRGV:21321,21322,65536
PRGV:21362,21322,65536
PRGV:21362,21362,65536
PRGV:21375,21362,65536
PRGV:21375,21375,65536
PRGV:21387,21375,65536
PRGV:21387,21387,65536
PRGV:21429,21387,65536
PRGV:21429,21429,65536
PRGV:21442,21429,65536
PRGV:21442,21442,65536
PRGV:21483,21442,65536
PRGV:21483,21483,65536
PRGV:21495,21483,65536
PRGV:21495,21495,65536
PRGV:21507,21495,65536
PRGV:21507,21507,65536
PRGV:21549,21507,65536
PRGV:21549,21549,65536
PRGV:21561,21549,65536
PRGV:21561,21562,65536
PRGV:21603,21562,65536
PRGV:21603,21603,65536
PRGV:21615,21603,65536
PRGV:21615,21616,65536
PRGV:21627,21616,65536
PRGV:21627,21628,65536
PRGV:21669,21628,65536
PRGV:21669,21670,65536
PRGV:21682,21670,65536
PRGV:21682,21682,65536
PRGV:21724,21682,65536
PRGV:21724,21724,65536
PRGV:21736,21724,65536
PRGV:21736,21737,65536
PRGV:21748,21737,65536
PRGV:21748,21748,65536
PRGV:21790,21748,65536
PRGV:21790,21790,65536
PRGV:21818,21790,65536
PRGV:21818,21818,65536
PRGV:21837,21818,65536
PRGV:21837,21837,65536
PRGV:21879,21837,65536
PRGV:21879,21879,65536
PRGV:21891,21879,65536
PRGV:21891,21891,65536
PRGV:21926,21891,65536
PRGV:21926,21926,65536
PRGV:21939,21926,65536
PRGV:21939,21939,65536
PRGV:21980,21939,65536
PRGV:21980,21980,65536
PRGV:21993,21980,65536
PRGV:21993,21993,65536
PRGV:22005,21993,65536
PRGV:22005,22005,65536
PRGV:22046,22005,65536
PRGV:22046,22046,65536
PRGV:22059,22046,65536
PRGV:22059,22059,65536
PRGV:22093,22059,65536
PRGV:22093,22093,65536
PRGV:22105,22093,65536
PRGV:22105,22105,65536
PRGV:22147,22105,65536
PRGV:22147,22147,65536
PRGV:22159,22147,65536
PRGV:22159,22159,65536
PRGV:22171,22159,65536
PRGV:22171,22171,65536
PRGV:22213,22171,65536
PRGV:22213,22213,65536
PRGV:22226,22213,65536
PRGV:22226,22226,65536
PRGV:22268,22226,65536
PRGV:22268,22268,65536
PRGV:22280,22268,65536
PRGV:22280,22280,65536
PRGV:22293,22280,65536
PRGV:22293,22293,65536
PRGV:22334,22293,65536
PRGV:22334,22334,65536
PRGV:22347,22334,65536
PRGV:22347,22347,65536
PRGV:22388,22347,65536
PRGV:22388,22388,65536
PRGV:22401,22388,65536
PRGV:22401,22401,65536
PRGV:22413,22401,65536
PRGV:22413,22413,65536
PRGV:22455,22413,65536
PRGV:22455,22455,65536
PRGV:22468,22455,65536
PRGV:22468,22468,65536
PRGV:22509,22468,65536
PRGV:22509,22509,65536
PRGV:22521,22509,65536
PRGV:22521,22522,65536
PRGV:22534,22522,65536
PRGV:22534,22534,65536
PRGV:22575,22534,65536
PRGV:22575,22575,65536
PRGV:22588,22575,65536
PRGV:22588,22588,65536
PRGV:22629,22588,65536
PRGV:22629,22629,65536
PRGV:22642,22629,65536
PRGV:22642,22642,65536
PRGV:22654,22642,65536
PRGV:22654,22654,65536
PRGV:22695,22654,65536
PRGV:22695,22696,65536
PRGV:22709,22696,65536
PRGV:22709,22709,65536
PRGV:22750,22709,65536
PRGV:22750,22750,65536
PRGV:22763,22750,65536
PRGV:22763,22763,65536
PRGV:22775,22763,65536
PRGV:22775,22775,65536
PRGV:22816,22775,65536
PRGV:22816,22816,65536
PRGV:22829,22816,65536
PRGV:22829,22829,65536
PRGV:22863,22829,65536
PRGV:22863,22863,65536
PRGV:22875,22863,65536
PRGV:22875,22875,65536
PRGV:22917,22875,65536
PRGV:22917,22917,65536
PRGV:22929,22917,65536
PRGV:22929,22929,65536
PRGV:22941,22929,65536
PRGV:22941,22941,65536
PRGV:22983,22941,65536
PRGV:22983,22983,65536
PRGV:22996,22983,65536
PRGV:22996,22996,65536
PRGV:23037,22996,65536
PRGV:23037,23038,65536
PRGV:23050,23038,65536
PRGV:23050,23050,65536
PRGV:23062,23050,65536
PRGV:23062,23062,65536
PRGV:23103,23062,65536
PRGV:23103,23104,65536
PRGV:23116,23104,65536
PRGV:23116,23116,65536
PRGV:23158,23116,65536
PRGV:23158,23158,65536
PRGV:23170,23158,65536
PRGV:23170,23170,65536
PRGV:23182,23170,65536
PRGV:23182,23182,65536
PRGV:23224,23182,65536
PRGV:23224,23224,65536
PRGV:23236,23224,65536
PRGV:23236,23236,65536
PRGV:23278,23236,65536
PRGV:23278,23278,65536
PRGV:23291,23278,65536
PRGV:23291,23291,65536
PRGV:23303,23291,65536
PRGV:23303,23303,65536
PRGV:23345,23303,65536
PRGV:23345,23345,65536
PRGV:23357,23345,65536
PRGV:23357,23357,65536
PRGV:23391,23357,65536
PRGV:23391,23391,65536
PRGV:23405,23391,65536
PRGV:23405,23405,65536
PRGV:23444,23405,65536
PRGV:23444,23445,65536
PRGV:23458,23445,65536
PRGV:23458,23458,65536
PRGV:23471,23458,65536
PRGV:23471,23471,65536
PRGV:23512,23471,65536
PRGV:23512,23512,65536
PRGV:23525,23512,65536
PRGV:23525,23525,65536
PRGV:23566,23525,65536
PRGV:23566,23566,65536
PRGV:23578,23566,65536
PRGV:23578,23578,65536
PRGV:23591,23578,65536
PRGV:23591,23591,65536
PRGV:23632,23591,65536
PRGV:23632,23632,65536
PRGV:23646,23632,65536
PRGV:23646,23646,65536
PRGV:23686,23646,65536
PRGV:23686,23686,65536
PRGV:23700,23686,65536
PRGV:23700,23700,65536
PRGV:23712,23700,65536
PRGV:23712,23712,65536
PRGV:23752,23712,65536
PRGV:23752,23753,65536
PRGV:23765,23753,65536
PRGV:23765,23766,65536
PRGV:23799,23766,65536
PRGV:23799,23799,65536
PRGV:23811,23799,65536
PRGV:23811,23812,65536
PRGV:23853,23812,65536
PRGV:23853,23853,65536
PRGV:23866,23853,65536
PRGV:23866,23866,65536
PRGV:23877,23866,65536
PRGV:23877,23878,65536
PRGV:23919,23878,65536
